,MonthPE,Date,Daily_Temp,Daily_Precip,Daily_Humidity,Daily_Pressure,Daily_WindDir,Daily_WindSpeed,Daily_DNI,Daily_DHI,Daily_radiation
2007-01-28,1,2007-01-28,17.366666666666667,9.541666666666666,41.25,1000.4583333333334,244.58333333333334,4.783333333333333,435.5833333333333,126.5,334.9166666666667
2007-01-29,1,2007-01-29,13.166666666666666,8.85,52.75,1003.7166666666667,323.25,4.291666666666667,207.33333333333334,145.08333333333334,260.75
2007-01-30,1,2007-01-30,15.041666666666666,13.0,52.666666666666664,1002.35,277.8333333333333,4.216666666666667,115.16666666666667,149.91666666666666,212.33333333333334
2007-01-31,1,2007-01-31,14.9,13.058333333333332,61.083333333333336,1005.3249999999999,314.1666666666667,3.4333333333333336,74.08333333333333,166.5,211.16666666666666
2007-02-01,2,2007-02-01,13.433333333333332,9.025,54.583333333333336,1006.125,19.0,2.3916666666666666,582.5,85.58333333333333,385.5833333333333
2007-02-02,2,2007-02-02,13.991666666666667,15.158333333333333,55.416666666666664,1000.4666666666667,235.16666666666666,1.3333333333333333,29.583333333333332,182.58333333333334,190.75
2007-02-03,2,2007-02-03,12.254545454545456,14.7,67.0,993.1,277.72727272727275,7.290909090909091,0.5454545454545454,81.0909090909091,81.18181818181819
2007-02-04,2,2007-02-04,13.1,12.208333333333334,53.583333333333336,999.2666666666668,261.5,5.2749999999999995,13.666666666666666,82.91666666666667,91.16666666666667
2007-02-05,2,2007-02-05,14.016666666666666,15.191666666666668,39.583333333333336,994.875,221.25,7.016666666666667,0.0,110.16666666666667,110.16666666666667
2007-02-06,2,2007-02-06,11.833333333333334,9.991666666666667,60.416666666666664,999.1833333333334,281.5833333333333,5.033333333333333,166.66666666666666,179.91666666666666,246.75
2007-02-07,2,2007-02-07,13.158333333333333,11.016666666666666,60.166666666666664,1005.5166666666668,237.25,1.825,261.9166666666667,176.91666666666666,324.1666666666667
2007-02-08,2,2007-02-08,14.008333333333333,14.016666666666666,55.416666666666664,1004.3249999999999,51.0,1.7416666666666665,52.75,188.91666666666666,209.5
2007-02-09,2,2007-02-09,13.950000000000001,18.766666666666666,60.583333333333336,1001.7916666666666,247.41666666666666,1.2333333333333334,40.916666666666664,142.91666666666666,162.5
2007-02-10,2,2007-02-10,15.333333333333334,13.308333333333332,67.91666666666667,1000.7083333333334,27.083333333333332,1.9749999999999999,508.4166666666667,99.66666666666667,394.3333333333333
2007-02-11,2,2007-02-11,16.716666666666665,12.741666666666667,63.166666666666664,999.9833333333332,140.25,0.9833333333333334,522.0,108.25,401.0
2007-02-12,2,2007-02-12,18.333333333333332,11.708333333333334,32.416666666666664,997.6833333333334,238.0,4.55,325.3333333333333,161.75,361.8333333333333
2007-02-13,2,2007-02-13,17.05,16.508333333333333,59.083333333333336,1000.0166666666668,279.8333333333333,4.508333333333334,108.66666666666667,178.83333333333334,232.58333333333334
2007-02-14,2,2007-02-14,18.033333333333335,10.858333333333334,46.916666666666664,1001.5583333333334,229.91666666666666,4.8,543.1666666666666,105.16666666666667,414.8333333333333
2007-02-15,2,2007-02-15,16.525000000000002,10.924999999999999,43.333333333333336,1000.7333333333332,271.9166666666667,6.066666666666666,349.6666666666667,154.58333333333334,359.75
2007-02-16,2,2007-02-16,15.633333333333333,12.283333333333333,53.416666666666664,1001.6,250.58333333333334,2.1666666666666665,564.5,116.75,417.3333333333333
2007-02-17,2,2007-02-17,19.325,12.174999999999999,33.166666666666664,996.1583333333333,203.41666666666666,5.383333333333333,527.8333333333334,108.83333333333333,422.25
2007-02-18,2,2007-02-18,16.400000000000002,15.058333333333332,50.583333333333336,997.8666666666667,287.6666666666667,5.883333333333333,50.916666666666664,89.66666666666667,119.41666666666667
2007-02-19,2,2007-02-19,16.516666666666666,13.308333333333332,62.833333333333336,1003.65,54.916666666666664,2.433333333333333,423.5,139.91666666666666,391.9166666666667
2007-02-20,2,2007-02-20,18.658333333333335,11.508333333333333,56.666666666666664,1000.6,103.75,2.25,196.75,195.5,301.1666666666667
2007-02-21,2,2007-02-21,20.375,9.258333333333333,35.083333333333336,997.5749999999999,230.16666666666666,3.025,537.8333333333334,120.75,440.3333333333333
2007-02-22,2,2007-02-22,17.733333333333334,11.208333333333334,59.166666666666664,999.3833333333333,197.66666666666666,2.525,229.41666666666666,185.66666666666666,348.25
2007-02-23,2,2007-02-23,19.416666666666668,13.641666666666666,47.5,993.6083333333332,163.16666666666666,2.6333333333333333,22.666666666666668,130.33333333333334,140.91666666666666
2007-02-24,2,2007-02-24,20.958333333333332,11.375,28.916666666666668,993.1083333333335,247.41666666666666,5.208333333333333,50.083333333333336,221.16666666666666,256.0
2007-02-25,2,2007-02-25,18.375,16.725,51.416666666666664,998.0666666666666,275.75,7.033333333333334,65.5,166.25,193.75
2007-02-26,2,2007-02-26,16.883333333333333,16.558333333333334,59.333333333333336,1002.3249999999999,295.6666666666667,3.716666666666667,298.5,192.66666666666666,359.75
2007-02-27,2,2007-02-27,17.408333333333335,13.508333333333333,55.166666666666664,1001.4416666666666,271.9166666666667,1.7666666666666666,453.5833333333333,177.5,423.25
2007-02-28,2,2007-02-28,18.991666666666667,12.808333333333332,37.583333333333336,997.1083333333332,214.83333333333334,4.191666666666666,455.3333333333333,124.91666666666667,408.5
2007-03-01,3,2007-03-01,16.508333333333333,14.008333333333333,53.0,1002.9916666666667,301.75,5.241666666666666,292.4166666666667,212.66666666666666,349.0
2007-03-02,3,2007-03-02,17.141666666666666,15.008333333333333,53.083333333333336,1006.9916666666667,267.0833333333333,1.825,683.9166666666666,95.08333333333333,487.5833333333333
2007-03-03,3,2007-03-03,19.2,11.258333333333333,44.833333333333336,1005.0916666666667,260.75,1.6333333333333335,682.0,96.16666666666667,497.25
2007-03-04,3,2007-03-04,20.123076923076926,10.084615384615384,40.15384615384615,1002.9846153846154,264.15384615384613,2.1307692307692307,687.6153846153846,72.07692307692308,471.61538461538464
2007-03-05,3,2007-03-05,19.661538461538463,14.215384615384616,49.38461538461539,1001.9000000000001,307.0769230769231,3.6538461538461537,410.61538461538464,138.46153846153845,367.38461538461536
2007-03-06,3,2007-03-06,17.715384615384615,8.646153846153847,50.07692307692308,1004.5769230769231,91.92307692307692,4.030769230769231,654.5384615384615,85.6923076923077,476.61538461538464
2007-03-07,3,2007-03-07,17.108333333333334,9.799999999999999,48.25,1001.2916666666666,35.5,4.191666666666666,587.25,105.5,492.8333333333333
2007-03-08,3,2007-03-08,17.23846153846154,11.399999999999999,56.0,996.1307692307693,212.0,2.6153846153846154,470.0769230769231,129.92307692307693,438.2307692307692
2007-03-09,3,2007-03-09,17.723076923076924,10.399999999999999,51.61538461538461,998.8923076923077,40.61538461538461,2.207692307692308,623.0769230769231,97.15384615384616,479.6923076923077
2007-03-10,3,2007-03-10,21.707692307692305,10.5,38.46153846153846,996.7538461538461,93.23076923076923,3.023076923076923,419.6923076923077,151.69230769230768,422.46153846153845
2007-03-11,3,2007-03-11,23.73076923076923,9.307692307692308,23.53846153846154,997.823076923077,284.6923076923077,4.3307692307692305,135.6153846153846,242.15384615384616,342.0
2007-03-12,3,2007-03-12,19.415384615384617,11.223076923076924,51.15384615384615,1000.1846153846153,330.3076923076923,3.284615384615385,480.15384615384613,142.76923076923077,461.38461538461536
2007-03-13,3,2007-03-13,18.79230769230769,14.23076923076923,51.76923076923077,996.9846153846154,289.7692307692308,4.869230769230769,169.92307692307693,224.0,338.46153846153845
2007-03-14,3,2007-03-14,15.930769230769231,11.907692307692308,50.0,996.5076923076923,290.2307692307692,7.6,65.61538461538461,129.92307692307693,156.23076923076923
2007-03-15,3,2007-03-15,14.023076923076925,12.0,51.84615384615385,997.8538461538462,295.6923076923077,8.676923076923076,13.923076923076923,163.46153846153845,168.07692307692307
2007-03-16,3,2007-03-16,16.346153846153847,13.03076923076923,49.23076923076923,1000.3076923076923,290.53846153846155,5.323076923076924,43.38461538461539,160.3846153846154,173.3846153846154
2007-03-17,3,2007-03-17,16.72142857142857,12.021428571428572,45.142857142857146,1001.2928571428572,306.14285714285717,5.028571428571429,112.21428571428571,201.07142857142858,269.42857142857144
2007-03-18,3,2007-03-18,15.9,11.12142857142857,51.07142857142857,1003.1642857142857,290.35714285714283,2.507142857142857,439.5,154.28571428571428,439.85714285714283
2007-03-19,3,2007-03-19,18.142857142857142,13.821428571428571,43.214285714285715,998.657142857143,212.92857142857142,1.3142857142857143,428.85714285714283,164.07142857142858,436.64285714285717
2007-03-20,3,2007-03-20,22.042857142857144,10.35,24.071428571428573,992.5071428571429,220.78571428571428,5.928571428571429,201.71428571428572,157.28571428571428,305.14285714285717
2007-03-21,3,2007-03-21,19.914285714285715,10.742857142857144,42.214285714285715,996.9857142857143,256.5,2.335714285714286,562.6428571428571,108.0,475.0
2007-03-22,3,2007-03-22,21.62857142857143,10.9,35.714285714285715,997.0357142857143,135.85714285714286,3.6785714285714284,259.2142857142857,154.14285714285714,335.35714285714283
2007-03-23,3,2007-03-23,27.433333333333334,15.483333333333334,15.083333333333334,989.9416666666666,194.91666666666666,6.658333333333334,0.0,91.66666666666667,91.66666666666667
2007-03-24,3,2007-03-24,19.076923076923077,9.63076923076923,40.23076923076923,1001.3692307692307,310.6923076923077,3.8,278.6923076923077,185.23076923076923,366.46153846153845
2007-03-25,3,2007-03-25,17.22142857142857,9.771428571428572,47.142857142857146,1002.8357142857143,13.928571428571429,3.757142857142857,452.07142857142856,136.78571428571428,438.7857142857143
2007-03-26,3,2007-03-26,17.007142857142856,10.814285714285715,48.0,999.1857142857143,319.14285714285717,4.057142857142857,363.7142857142857,184.21428571428572,414.42857142857144
2007-03-27,3,2007-03-27,17.335714285714285,10.714285714285714,51.285714285714285,999.9142857142857,323.64285714285717,2.4499999999999997,545.5,121.21428571428571,484.42857142857144
2007-03-28,3,2007-03-28,19.185714285714287,12.15,43.357142857142854,1001.9571428571428,66.85714285714286,2.314285714285714,388.35714285714283,182.14285714285714,448.64285714285717
2007-03-29,3,2007-03-29,21.22142857142857,10.778571428571428,36.642857142857146,1001.1285714285714,61.07142857142857,3.6999999999999997,282.7142857142857,201.71428571428572,403.2857142857143
2007-03-30,3,2007-03-30,22.642857142857142,10.114285714285714,28.642857142857142,1001.0214285714285,75.64285714285714,3.8000000000000003,430.92857142857144,169.21428571428572,463.85714285714283
2007-03-31,3,2007-03-31,24.923076923076923,19.884615384615383,26.153846153846153,997.2538461538461,208.84615384615384,3.853846153846154,170.46153846153845,229.76923076923077,372.61538461538464
2007-04-01,4,2007-04-01,19.107142857142858,11.928571428571429,53.07142857142857,1001.4785714285715,315.57142857142856,4.8500000000000005,295.5,220.57142857142858,407.14285714285717
2007-04-02,4,2007-04-02,18.546153846153846,12.946153846153846,53.69230769230769,1001.1384615384615,326.2307692307692,4.661538461538462,133.07692307692307,215.53846153846155,332.38461538461536
2007-04-03,4,2007-04-03,18.092857142857145,11.171428571428573,49.42857142857143,997.4357142857143,315.85714285714283,3.5357142857142856,434.42857142857144,158.35714285714286,474.57142857142856
2007-04-04,4,2007-04-04,20.77857142857143,16.79285714285714,39.5,996.5785714285714,83.28571428571429,1.4285714285714286,435.7142857142857,167.42857142857142,470.64285714285717
2007-04-05,4,2007-04-05,28.035714285714285,14.221428571428572,19.642857142857142,993.85,215.71428571428572,5.935714285714285,247.78571428571428,191.42857142857142,393.42857142857144
2007-04-06,4,2007-04-06,24.321428571428573,12.992857142857144,36.07142857142857,998.2285714285715,47.785714285714285,2.357142857142857,82.92857142857143,228.07142857142858,290.14285714285717
2007-04-07,4,2007-04-07,29.0,12.942857142857141,25.285714285714285,991.1785714285714,254.71428571428572,6.735714285714286,185.64285714285714,248.21428571428572,391.07142857142856
2007-04-08,4,2007-04-08,20.52857142857143,10.642857142857142,46.285714285714285,997.8285714285714,323.7142857142857,3.7214285714285715,438.0,151.85714285714286,477.92857142857144
2007-04-09,4,2007-04-09,19.07857142857143,10.928571428571429,48.714285714285715,996.7642857142857,317.07142857142856,3.757142857142857,415.7857142857143,171.14285714285714,479.7857142857143
2007-04-10,4,2007-04-10,19.478571428571428,13.785714285714286,47.285714285714285,996.6428571428571,306.2857142857143,5.192857142857143,327.42857142857144,211.71428571428572,422.42857142857144
2007-04-11,4,2007-04-11,19.92142857142857,13.842857142857143,47.42857142857143,997.2142857142857,313.2142857142857,4.328571428571428,257.5,203.21428571428572,422.7142857142857
2007-04-12,4,2007-04-12,19.47142857142857,12.664285714285715,41.214285714285715,996.3071428571428,271.07142857142856,4.121428571428572,494.2857142857143,143.28571428571428,501.7857142857143
2007-04-13,4,2007-04-13,17.35,16.242857142857144,56.0,998.15,344.0,5.6000000000000005,93.57142857142857,210.14285714285714,261.57142857142856
2007-04-14,4,2007-04-14,19.935714285714287,10.885714285714286,47.92857142857143,1000.2571428571429,295.64285714285717,4.2785714285714285,487.5,140.71428571428572,507.2142857142857
2007-04-15,4,2007-04-15,20.521428571428572,10.671428571428573,41.214285714285715,1000.0357142857143,284.64285714285717,3.3000000000000003,467.92857142857144,147.57142857142858,498.7142857142857
2007-04-16,4,2007-04-16,22.885714285714283,18.021428571428572,32.785714285714285,999.7642857142857,145.28571428571428,1.4285714285714286,330.85714285714283,181.71428571428572,440.5
2007-04-17,4,2007-04-17,28.521428571428572,12.299999999999999,18.857142857142858,991.5714285714286,207.0,8.314285714285715,58.857142857142854,185.42857142857142,230.92857142857142
2007-04-18,4,2007-04-18,21.24285714285714,18.521428571428572,48.57142857142857,998.4357142857143,322.07142857142856,3.1785714285714284,444.85714285714283,169.78571428571428,499.42857142857144
2007-04-19,4,2007-04-19,20.514285714285712,11.885714285714286,48.5,1000.6,246.5,3.164285714285714,518.2142857142857,148.07142857142858,522.7142857142857
2007-04-20,4,2007-04-20,20.571428571428573,9.757142857142856,40.07142857142857,1001.4571428571428,37.42857142857143,3.292857142857143,538.2142857142857,145.21428571428572,529.2142857142857
2007-04-21,4,2007-04-21,23.650000000000002,15.164285714285715,31.857142857142858,1000.7142857142857,62.857142857142854,4.478571428571429,209.28571428571428,240.85714285714286,406.35714285714283
2007-04-22,4,2007-04-22,29.25714285714286,16.092857142857145,22.714285714285715,994.9857142857143,115.71428571428571,2.9071428571428575,12.214285714285714,210.57142857142858,220.14285714285714
2007-04-23,4,2007-04-23,25.042857142857144,13.657142857142857,40.714285714285715,993.5214285714285,185.57142857142858,5.8999999999999995,475.2857142857143,164.07142857142858,517.8571428571429
2007-04-24,4,2007-04-24,22.857142857142858,12.971428571428572,44.214285714285715,995.5571428571428,155.85714285714286,4.214285714285714,497.64285714285717,145.28571428571428,525.2857142857143
2007-04-25,4,2007-04-25,21.47142857142857,8.014285714285714,32.285714285714285,995.8785714285714,36.714285714285715,5.114285714285714,585.9285714285714,125.28571428571429,551.0714285714286
2007-04-26,4,2007-04-26,21.67142857142857,19.085714285714285,44.5,995.8357142857143,25.928571428571427,3.1285714285714286,0.8571428571428571,140.71428571428572,141.28571428571428
2007-04-27,4,2007-04-27,24.3,17.87857142857143,37.57142857142857,998.1928571428572,25.357142857142858,3.1571428571428575,221.07142857142858,257.85714285714283,430.2857142857143
2007-04-28,4,2007-04-28,24.77857142857143,17.335714285714285,37.642857142857146,995.9642857142857,20.0,4.585714285714286,281.64285714285717,241.35714285714286,460.64285714285717
2007-04-29,4,2007-04-29,22.707142857142856,17.478571428571428,43.42857142857143,995.9785714285715,336.92857142857144,4.128571428571428,337.2857142857143,217.21428571428572,481.5
2007-04-30,4,2007-04-30,21.3,11.535714285714286,38.142857142857146,998.1071428571429,345.64285714285717,2.5928571428571425,547.9285714285714,142.92857142857142,548.2857142857143
2007-05-01,5,2007-05-01,23.607142857142858,11.092857142857143,34.42857142857143,998.6,55.57142857142857,2.5,602.7142857142857,121.57142857142857,561.2142857142857
2007-05-02,5,2007-05-02,29.157142857142855,16.928571428571427,21.785714285714285,996.0857142857143,95.07142857142857,3.2285714285714286,30.142857142857142,188.64285714285714,209.35714285714286
2007-05-03,5,2007-05-03,32.55,15.028571428571428,18.785714285714285,991.4642857142857,270.35714285714283,4.528571428571429,195.64285714285714,274.92857142857144,431.35714285714283
2007-05-04,5,2007-05-04,25.535714285714285,10.528571428571428,40.142857142857146,994.8928571428571,342.57142857142856,4.428571428571429,556.1428571428571,149.28571428571428,555.4285714285714
2007-05-05,5,2007-05-05,25.45,9.05,38.5,995.2428571428571,113.35714285714286,2.9857142857142853,628.1428571428571,111.57142857142857,576.2142857142857
2007-05-06,5,2007-05-06,27.235714285714288,11.885714285714286,37.285714285714285,994.2285714285715,19.857142857142858,3.307142857142857,498.57142857142856,175.07142857142858,542.2857142857143
2007-05-07,5,2007-05-07,29.114285714285717,9.87857142857143,36.357142857142854,994.1357142857142,151.28571428571428,2.2642857142857142,525.8571428571429,154.5,554.2857142857143
2007-05-08,5,2007-05-08,31.164285714285715,17.385714285714286,31.785714285714285,993.9357142857143,36.92857142857143,3.292857142857143,174.92857142857142,212.0,340.64285714285717
2007-05-09,5,2007-05-09,27.607142857142858,25.37857142857143,37.0,994.0142857142857,49.285714285714285,7.585714285714286,17.071428571428573,186.07142857142858,202.21428571428572
2007-05-10,5,2007-05-10,28.485714285714288,29.092857142857145,40.785714285714285,988.092857142857,190.85714285714286,4.164285714285714,0.0,95.92857142857143,95.92857142857143
2007-05-11,5,2007-05-11,21.285714285714285,30.807142857142857,73.78571428571429,991.0857142857143,280.07142857142856,6.1499999999999995,1.6428571428571428,109.64285714285714,110.35714285714286
2007-05-12,5,2007-05-12,24.428571428571427,28.150000000000002,57.5,993.7428571428571,314.64285714285717,5.171428571428572,209.28571428571428,216.64285714285714,377.85714285714283
2007-05-13,5,2007-05-13,24.69333333333333,11.2,42.93333333333333,996.1066666666667,294.8666666666667,3.4266666666666667,587.4,106.33333333333333,544.4
2007-05-14,5,2007-05-14,25.313333333333333,10.146666666666667,38.266666666666666,995.6800000000001,302.73333333333335,2.5533333333333332,610.0,101.13333333333334,550.9333333333333
2007-05-15,5,2007-05-15,26.033333333333335,13.273333333333333,37.4,993.4933333333333,242.06666666666666,2.506666666666667,491.8,148.93333333333334,522.2666666666667
2007-05-16,5,2007-05-16,25.1,13.9,42.666666666666664,993.9733333333334,316.0,2.7266666666666666,418.0,175.13333333333333,504.4
2007-05-17,5,2007-05-17,25.86,22.133333333333333,48.06666666666667,994.7933333333333,310.06666666666666,3.04,414.8666666666667,168.26666666666668,500.53333333333336
2007-05-18,5,2007-05-18,27.613333333333333,16.753333333333334,38.53333333333333,995.52,195.4,1.84,482.4,154.6,519.4666666666667
2007-05-19,5,2007-05-19,32.1,16.006666666666668,22.333333333333332,993.8066666666667,156.73333333333332,4.8533333333333335,200.26666666666668,236.2,399.53333333333336
2007-05-20,5,2007-05-20,26.839999999999996,16.253333333333334,41.06666666666667,998.5666666666667,323.06666666666666,3.1,458.53333333333336,156.8,514.4666666666667
2007-05-21,5,2007-05-21,25.16,14.326666666666666,43.06666666666667,997.9933333333333,133.93333333333334,3.613333333333333,596.2666666666667,104.73333333333333,548.5333333333333
2007-05-22,5,2007-05-22,24.446666666666665,14.933333333333334,42.86666666666667,995.36,67.66666666666667,3.9,602.6666666666666,104.33333333333333,548.7333333333333
2007-05-23,5,2007-05-23,27.013333333333332,18.026666666666664,34.0,992.66,50.46666666666667,2.5533333333333332,516.4666666666667,134.86666666666667,527.8666666666667
2007-05-24,5,2007-05-24,27.666666666666668,21.2,38.0,992.2266666666667,159.93333333333334,3.7066666666666666,425.3333333333333,173.73333333333332,503.8
2007-05-25,5,2007-05-25,25.58,19.44,44.8,995.4066666666666,330.3333333333333,2.753333333333333,488.6666666666667,143.8,522.2666666666667
2007-05-26,5,2007-05-26,29.76,21.186666666666667,32.46666666666667,993.7066666666667,199.8,2.7733333333333334,331.2,194.73333333333332,463.3333333333333
2007-05-27,5,2007-05-27,26.546666666666667,21.273333333333333,47.2,995.6666666666666,320.6666666666667,3.6333333333333333,489.6666666666667,152.8,521.9333333333333
2007-05-28,5,2007-05-28,27.746666666666666,23.68,41.06666666666667,996.1533333333333,49.46666666666667,2.013333333333333,341.6666666666667,184.46666666666667,439.0
2007-05-29,5,2007-05-29,34.593333333333334,21.273333333333333,20.666666666666668,989.98,207.2,5.166666666666667,214.0,202.26666666666668,365.8666666666667
2007-05-30,5,2007-05-30,26.273333333333333,17.493333333333332,53.0,993.9666666666667,308.4,5.153333333333333,129.53333333333333,238.86666666666667,344.6666666666667
2007-05-31,5,2007-05-31,26.09333333333333,16.746666666666666,46.0,997.7866666666666,333.53333333333336,3.58,557.0,122.2,541.2
2007-06-01,6,2007-06-01,25.8,17.753333333333334,45.46666666666667,998.12,225.13333333333333,3.433333333333333,529.9333333333333,128.86666666666667,535.4666666666667
2007-06-02,6,2007-06-02,25.266666666666666,11.046666666666665,40.13333333333333,997.62,198.86666666666667,2.746666666666667,576.6,114.46666666666667,551.6666666666666
2007-06-03,6,2007-06-03,26.373333333333335,14.066666666666666,40.733333333333334,997.44,120.6,3.04,440.1333333333333,170.4,515.7333333333333
2007-06-04,6,2007-06-04,27.646666666666665,14.626666666666667,41.86666666666667,996.6733333333334,33.06666666666667,3.0733333333333333,408.53333333333336,173.8,505.46666666666664
2007-06-05,6,2007-06-05,30.486666666666668,18.006666666666668,30.6,994.0733333333334,53.93333333333333,2.8666666666666667,372.3333333333333,196.33333333333334,490.73333333333335
2007-06-06,6,2007-06-06,29.006666666666668,22.02,37.53333333333333,993.1466666666668,308.4,4.846666666666667,306.1333333333333,233.53333333333333,463.53333333333336
2007-06-07,6,2007-06-07,25.220000000000002,18.540000000000003,51.666666666666664,995.6,336.6666666666667,4.533333333333333,436.06666666666666,171.0,506.6
2007-06-08,6,2007-06-08,25.333333333333332,20.546666666666667,52.6,995.0066666666667,330.2,4.34,274.3333333333333,219.06666666666666,431.8666666666667
2007-06-09,6,2007-06-09,28.173333333333336,20.426666666666666,38.6,995.24,83.86666666666666,1.7,390.73333333333335,196.2,496.06666666666666
2007-06-10,6,2007-06-10,35.059999999999995,21.073333333333334,20.8,992.4133333333334,234.73333333333332,5.333333333333333,262.8,226.53333333333333,445.3333333333333
2007-06-11,6,2007-06-11,26.71333333333333,18.373333333333335,50.266666666666666,995.1,337.73333333333335,3.8800000000000003,312.2,181.13333333333333,442.73333333333335
2007-06-12,6,2007-06-12,26.446666666666665,14.146666666666667,41.93333333333333,994.4533333333333,332.1333333333333,4.086666666666667,558.8,130.6,545.0666666666667
2007-06-13,6,2007-06-13,26.386666666666667,14.153333333333334,41.53333333333333,994.4466666666667,346.53333333333336,3.4866666666666664,553.0,124.6,545.0666666666667
2007-06-14,6,2007-06-14,26.366666666666667,14.139999999999999,46.333333333333336,994.6,260.2,3.4066666666666667,483.6,165.4,525.2666666666667
2007-06-15,6,2007-06-15,26.046666666666667,11.526666666666667,45.666666666666664,994.14,347.06666666666666,3.6,531.4,129.06666666666666,544.3333333333334
2007-06-16,6,2007-06-16,27.34,15.113333333333333,44.266666666666666,993.5333333333333,329.73333333333335,3.3133333333333335,482.73333333333335,150.26666666666668,529.9333333333333
2007-06-17,6,2007-06-17,28.11875,17.68125,44.375,993.28125,321.0625,3.8625,505.375,121.375,506.4375
2007-06-18,6,2007-06-18,28.837500000000002,20.1625,44.25,991.80625,319.6875,4.0875,542.0625,106.9375,511.6875
