month,day,Daily_Temp,Daily_Precip,Daily_Humidity,Daily_Pressure,Daily_WindDir,Daily_WindSpeed,Daily_DNI,Daily_DHI,Daily_radiation
9,7,31.27142857142857,21.071428571428573,46.71428571428572,993.8142857142856,354.92857142857144,3.878571428571429,336.6428571428572,180.28571428571428,444.2142857142857
4,28,27.057142857142857,11.528571428571428,34.285714285714285,998.15,308.35714285714283,1.8928571428571428,547.7142857142857,140.35714285714286,545.9285714285714
1,7,12.554545454545456,11.027272727272727,46.27272727272727,1002.7454545454548,235.45454545454547,6.336363636363637,189.0909090909091,181.3636363636364,258.3636363636364
10,5,25.684615384615384,21.476923076923075,56.69230769230769,999.9384615384616,328.2307692307692,3.1769230769230767,409.9230769230769,153.3846153846154,417.38461538461536
12,28,13.275,10.433333333333334,56.833333333333336,1005.6166666666668,246.66666666666663,1.9666666666666668,506.25,81.83333333333333,315.1666666666667
10,10,28.1,14.915384615384616,44.0,1004.8153846153848,37.07692307692308,6.361538461538462,386.0769230769231,153.15384615384616,385.5384615384616
6,5,30.68,20.06,34.13333333333333,995.82,169.33333333333334,3.393333333333333,556.4666666666667,133.6,538.3333333333334
11,16,21.391666666666666,15.8,61.41666666666666,1003.05,15.166666666666666,2.35,333.9166666666667,130.91666666666666,302.1666666666667
8,28,30.735714285714288,16.685714285714287,42.0,993.407142857143,355.0,3.778571428571429,562.0,121.28571428571428,519.8571428571429
3,21,19.775,13.033333333333331,53.333333333333336,999.0416666666666,30.08333333333333,3.658333333333333,608.0,138.83333333333334,542.6666666666666
8,22,30.714285714285715,25.25,47.92857142857143,994.4642857142856,352.57142857142856,3.9785714285714286,348.7857142857143,211.8571428571429,465.57142857142856
9,14,27.478571428571428,17.37857142857143,47.57142857142857,997.6428571428572,19.857142857142858,3.4,517.8571428571429,116.35714285714286,468.4285714285714
8,16,29.314285714285717,20.87857142857143,43.85714285714285,994.7785714285714,301.92857142857144,3.721428571428572,578.2142857142857,115.21428571428572,537.7142857142857
6,10,26.60666666666667,15.446666666666664,40.93333333333333,997.5266666666666,318.6,3.6666666666666665,610.6666666666666,101.0,554.5333333333333
4,21,24.342857142857145,15.085714285714284,29.928571428571427,1010.1357142857142,24.0,7.492857142857143,415.4285714285714,182.64285714285717,498.5
1,14,12.325,7.641666666666667,50.16666666666666,1009.6666666666666,37.833333333333336,5.091666666666667,526.0833333333334,88.83333333333333,339.3333333333333
9,15,27.27142857142857,16.978571428571428,51.35714285714285,996.5857142857144,249.3571428571429,3.4214285714285717,429.4285714285714,152.42857142857142,444.3571428571428
9,15,28.00714285714286,18.40714285714285,51.21428571428572,993.9857142857144,20.357142857142858,2.6142857142857143,520.7857142857143,118.21428571428572,467.3571428571428
12,13,7.890909090909091,11.081818181818182,80.27272727272727,1000.981818181818,279.6363636363636,6.427272727272728,0.1818181818181818,67.72727272727273,67.72727272727273
1,8,15.0,15.025,62.5,1004.5916666666668,168.0,2.575,508.4166666666667,82.33333333333333,322.9166666666667
7,24,31.02857142857143,17.607142857142858,39.0,993.2642857142856,271.7142857142857,3.5285714285714285,639.5,105.92857142857144,582.2142857142857
4,11,23.95714285714286,13.185714285714283,27.571428571428573,994.0714285714286,259.92857142857144,5.114285714285714,554.2142857142857,118.28571428571428,517.2857142857143
2,27,17.808333333333334,10.3,35.833333333333336,995.8333333333334,227.0,4.283333333333333,598.1666666666666,115.08333333333331,469.4166666666667
8,3,32.22857142857143,23.35,39.5,992.6928571428572,4.857142857142857,4.585714285714286,559.2857142857143,133.21428571428572,549.7142857142857
9,20,30.50769230769231,22.484615384615385,48.0,995.2769230769233,24.615384615384617,3.8307692307692314,516.6923076923077,128.23076923076923,475.46153846153845
7,20,30.164285714285715,16.185714285714287,44.35714285714285,991.7142857142856,349.7857142857143,3.307142857142857,520.8571428571429,151.92857142857142,560.1428571428571
6,21,32.58125,16.96875,32.3125,994.6625,344.0,4.21875,520.6875,109.5625,510.875
7,29,33.9,32.33571428571428,33.642857142857146,997.9714285714286,290.1428571428572,4.007142857142857,463.4285714285714,179.42857142857142,525.5
7,18,28.88125,20.68125,48.0,993.875,317.4375,4.44375,498.375,116.9375,498.25
9,7,28.435714285714287,17.714285714285715,44.785714285714285,996.907142857143,350.2142857142857,3.9,602.9285714285714,97.64285714285714,504.3571428571428
3,28,21.25714285714286,17.5,45.142857142857146,1000.4428571428572,75.28571428571429,2.35,502.57142857142856,137.57142857142858,471.7857142857143
5,24,32.82666666666667,21.44,23.0,996.8733333333332,227.13333333333333,2.58,333.06666666666666,203.46666666666667,474.0
9,28,26.207692307692305,19.246153846153845,51.61538461538461,997.4769230769232,332.46153846153845,3.1,384.3076923076923,182.0,401.61538461538464
9,18,27.678571428571427,21.321428571428573,47.57142857142857,996.1285714285714,328.1428571428572,4.0,239.64285714285717,211.64285714285717,369.07142857142856
9,17,28.00769230769231,14.961538461538462,48.92307692307692,996.3615384615384,328.53846153846155,2.2846153846153845,576.5384615384615,122.76923076923076,506.3076923076923
7,8,28.9625,17.01875,48.5,994.4625,328.4375,3.69375,509.625,119.9375,506.75
6,27,31.12857142857143,17.12142857142857,38.0,998.4142857142856,106.07142857142856,3.6714285714285713,561.0,147.57142857142858,575.1428571428571
8,14,29.32857142857143,22.535714285714285,48.85714285714285,991.4642857142856,304.7142857142857,3.2857142857142856,530.5714285714286,143.57142857142858,527.5714285714286
10,3,28.53846153846154,25.09230769230769,54.53846153846154,1003.7076923076924,18.923076923076923,4.369230769230769,484.1538461538461,119.3846153846154,435.61538461538464
11,18,20.716666666666665,18.25,61.333333333333336,1001.8916666666668,290.0,2.3583333333333334,339.9166666666667,139.83333333333334,312.9166666666667
9,8,29.15714285714285,20.714285714285715,40.5,997.05,234.64285714285717,3.457142857142857,506.7857142857143,128.92857142857142,481.4285714285714
3,20,26.45,19.316666666666663,20.416666666666668,1005.125,153.0,2.475,291.75,241.25,447.8333333333333
1,31,14.9,13.841666666666669,66.41666666666667,1009.2583333333332,145.83333333333334,2.033333333333333,443.0,123.5,361.8333333333333
4,21,26.092857142857145,9.364285714285714,34.642857142857146,996.2357142857144,164.28571428571428,2.25,481.6428571428572,154.64285714285714,520.4285714285714
12,1,19.42727272727273,15.645454545454545,60.54545454545455,1005.3363636363636,39.18181818181818,3.963636363636364,577.9090909090909,87.9090909090909,351.45454545454544
2,8,12.1,3.772727272727273,22.545454545454547,1003.1272727272728,274.09090909090907,1.9909090909090907,409.7272727272728,166.9090909090909,406.3636363636364
12,22,18.654545454545453,16.063636363636366,57.72727272727273,1012.7909090909092,48.27272727272727,3.6454545454545455,365.1818181818182,129.36363636363637,298.6363636363636
9,26,30.76923076923077,21.569230769230767,29.0,1001.8307692307692,260.61538461538464,3.015384615384616,492.6923076923077,138.69230769230768,458.84615384615387
8,17,30.75,17.12857142857143,41.57142857142857,991.9357142857144,276.57142857142856,2.207142857142857,523.3571428571429,130.21428571428572,532.7142857142857
7,5,29.69375,17.41875,40.9375,992.80625,222.3125,3.78125,550.375,95.0,513.5625
8,30,31.25,18.435714285714287,42.85714285714285,996.05,332.2857142857143,4.457142857142857,465.7142857142857,144.5,492.8571428571428
7,14,30.66875,23.125,46.8125,994.4625,348.25,3.63125,460.6875,130.75,489.3125
3,24,22.3,13.064285714285717,32.714285714285715,999.1928571428572,56.85714285714285,3.8428571428571434,492.9285714285714,131.71428571428572,465.0
11,1,20.45384615384615,14.092307692307692,48.07692307692308,1002.2153846153846,13.153846153846152,3.315384615384616,326.0769230769231,149.15384615384616,323.0769230769231
10,26,27.166666666666668,19.216666666666665,36.16666666666666,1000.2166666666668,85.5,2.275,503.9166666666667,113.25,402.6666666666667
8,6,37.09285714285714,17.47142857142857,17.857142857142858,998.342857142857,264.6428571428572,3.1142857142857143,516.8571428571429,164.07142857142858,544.6428571428571
12,29,17.900000000000002,10.763636363636364,48.90909090909091,1012.0727272727272,86.18181818181819,2.6818181818181817,396.8181818181818,115.27272727272728,310.6363636363636
